customer_id,name,city,customer_segment,customer_segment_name,salary_delay_days,savings_wow_delta_pct,atm_withdrawal_count_7d,atm_withdrawal_amount_7d,discretionary_spend_7d,lending_upi_count_7d,lending_upi_amount_7d,failed_autodebit_count,utility_payment_delay_days,gambling_spend_7d,credit_utilization,net_cashflow_7d,round_number_withdrawal_count_7d,weekend_spend_ratio,net_cashflow_trend_slope,expected_risk_profile
SIM-0600,Arjun Desai,Jaipur,0,salaried,3.03,2.77,5,1340.42,1827.91,1,1242.89,0,0.9,522.78,0.6278,-2708.48,3,0.5713,-84.7799,MEDIUM
SIM-0601,Meera Gupta,Pune,2,farmer,1.47,16.56,2,1157.97,2296.59,0,21.57,0,0.61,173.69,0.2311,11708.68,0,0.2034,240.3549,LOW
SIM-0602,Pooja Patel,Delhi,4,student,18.78,-11.31,13,19478.63,14772.06,7,16812.45,3,13.15,3683.37,0.8918,-11133.24,4,0.5967,-272.2056,HIGH
SIM-0603,Rajan Iyer,Delhi,2,farmer,1.68,-2.22,5,7511.68,2018.51,1,2244.1,1,4.27,675.8,0.5564,533.45,3,0.4719,-81.5496,MEDIUM
SIM-0604,Deepak Kumar,Ahmedabad,4,student,5.1,1.0,3,2846.32,1955.19,3,4502.62,1,1.42,363.87,0.6167,288.49,4,0.3502,-124.7061,MEDIUM
SIM-0605,Anjali Gupta,Ahmedabad,5,other,2.28,-3.71,5,2479.76,3252.62,3,2377.25,1,2.15,342.72,0.6554,141.24,3,0.4171,-10.2665,MEDIUM
SIM-0606,Vikram Mehta,Pune,3,freelancer,5.6,-35.95,11,5002.88,14817.7,7,3139.41,4,11.33,4750.74,0.8507,-14104.38,3,0.7632,-102.1674,HIGH
SIM-0607,Amit Sharma,Chandigarh,5,other,2.15,-4.15,4,1368.16,2784.0,3,3385.67,0,2.06,733.01,0.413,603.07,1,0.55,41.517,MEDIUM
SIM-0608,Priya Bose,Hyderabad,1,self-employed,3.23,-12.99,4,4328.39,3930.11,3,2010.16,0,3.84,273.82,0.4508,1963.11,4,0.543,-50.6651,MEDIUM
SIM-0609,Vikram Bose,Pune,5,other,0.76,7.08,2,821.73,684.92,0,317.44,0,0.61,118.9,0.1151,6301.51,2,0.155,255.8929,LOW
SIM-0610,Priya Rao,Kolkata,5,other,0.53,7.91,0,904.62,1869.43,1,399.38,0,1.04,181.5,0.2648,11186.47,1,0.2499,197.0583,LOW
SIM-0611,Nisha Rao,Hyderabad,5,other,3.2,-6.45,4,1800.51,4012.39,3,3627.23,0,5.13,751.91,0.7076,-820.0,3,0.403,34.1976,MEDIUM
SIM-0612,Arjun Bose,Pune,2,farmer,6.76,4.83,6,5127.13,2337.23,1,2501.61,0,2.73,34.58,0.6176,-2087.46,3,0.4878,-149.9713,MEDIUM
SIM-0613,Pooja Gupta,Kolkata,1,self-employed,1.53,11.64,0,1023.84,1631.5,1,743.71,0,0.83,43.01,0.1025,12217.93,1,0.2307,267.202,LOW
SIM-0614,Arjun Iyer,Lucknow,1,self-employed,0.15,13.94,2,2971.43,946.04,1,425.54,0,1.32,150.35,0.2671,16508.37,2,0.1665,394.0686,LOW
SIM-0615,Deepak Iyer,Ahmedabad,5,other,22.67,-17.48,10,7201.99,11001.44,7,9447.06,3,11.35,2382.71,0.7504,-2393.05,6,0.7456,-310.8175,HIGH
SIM-0616,Sneha Desai,Indore,5,other,3.09,2.67,6,7169.12,3940.75,3,4617.96,1,1.06,495.31,0.548,-1612.48,3,0.4619,-142.238,MEDIUM
SIM-0617,Nisha Nair,Chandigarh,4,student,0.51,19.16,1,713.88,692.11,1,906.05,0,1.88,37.25,0.284,14003.73,2,0.3335,90.5329,LOW
SIM-0618,Pooja Gupta,Hyderabad,0,salaried,1.79,11.4,2,643.03,2350.68,0,804.63,0,0.78,174.08,0.2786,4978.94,1,0.2412,391.3855,LOW
SIM-0619,Meera Bose,Hyderabad,1,self-employed,10.53,-20.24,7,22446.69,13111.33,3,7169.01,4,8.43,2200.13,0.7872,-14883.36,9,0.5836,-251.8995,HIGH
SIM-0620,Meera Sharma,Chandigarh,3,freelancer,12.61,-25.57,13,22776.86,4609.86,9,15782.32,5,11.38,4917.5,0.9226,-12382.19,9,0.6682,-443.1405,HIGH
SIM-0621,Kavita Mehta,Chennai,4,student,27.92,-13.05,11,6944.18,9914.87,4,6276.85,5,16.71,3941.56,0.8149,-12490.34,7,0.6833,-481.4515,HIGH
SIM-0622,Mohit Joshi,Mumbai,2,farmer,1.52,1.52,0,1052.18,1723.75,0,144.59,0,1.91,139.92,0.2977,8748.17,0,0.1843,277.8212,LOW
SIM-0623,Amit Kumar,Indore,0,salaried,1.25,19.88,2,1204.24,1272.26,0,755.69,0,0.61,181.29,0.3478,4029.27,1,0.1751,341.4415,LOW
SIM-0624,Meera Joshi,Lucknow,0,salaried,1.01,-5.16,2,1175.33,5139.73,3,1693.72,0,2.51,138.04,0.4062,-292.18,2,0.5584,-126.7007,MEDIUM
SIM-0625,Priya Verma,Lucknow,4,student,11.86,-26.86,8,19431.59,12797.75,4,11670.73,5,10.41,4916.73,0.8961,-9542.22,5,0.6667,-415.3939,HIGH
SIM-0626,Deepak Iyer,Ahmedabad,5,other,1.41,12.82,0,534.88,1312.08,0,865.01,0,0.62,3.95,0.2732,4031.9,2,0.268,58.0258,LOW
SIM-0627,Priya Khan,Hyderabad,5,other,1.79,12.28,0,2242.13,489.55,1,816.62,0,0.91,166.15,0.0746,2886.12,0,0.1541,357.7773,LOW
SIM-0628,Vikram Patel,Mumbai,0,salaried,6.2,-9.85,5,4371.85,3796.0,3,1546.03,1,3.2,509.67,0.4558,-584.87,4,0.5179,-53.1734,MEDIUM
SIM-0629,Arjun Khan,Pune,0,salaried,5.73,-3.74,2,5620.24,3111.61,3,2416.78,1,4.56,616.53,0.5625,1687.1,4,0.5614,-115.0871,MEDIUM
SIM-0630,Meera Malhotra,Jaipur,0,salaried,20.38,-16.3,9,6431.34,14612.08,5,9630.14,3,7.57,3014.25,0.9851,-2003.91,3,0.6041,-343.4637,HIGH
SIM-0631,Meera Joshi,Ahmedabad,5,other,1.27,18.73,2,1538.55,972.66,1,121.34,0,0.69,97.63,0.2383,15285.18,2,0.3104,89.1262,LOW
SIM-0632,Deepak Singh,Jaipur,4,student,13.84,-27.98,7,12107.21,7810.82,7,12128.68,2,19.62,1983.13,0.861,-3113.68,7,0.7188,-391.0726,HIGH
SIM-0633,Pooja Singh,Lucknow,1,self-employed,0.14,13.22,1,2180.57,916.38,0,936.45,0,0.92,106.4,0.0768,1153.28,0,0.3633,161.8728,LOW
SIM-0634,Meera Desai,Lucknow,5,other,5.82,-9.62,4,6214.71,2701.07,1,4476.89,0,0.06,89.67,0.7445,1300.64,2,0.4237,-1.5165,MEDIUM
SIM-0635,Mohit Nair,Bangalore,4,student,1.34,16.44,1,2642.68,1431.32,1,922.07,0,0.81,52.28,0.3384,8028.06,2,0.1595,94.7498,LOW
SIM-0636,Amit Sharma,Kolkata,4,student,1.89,2.78,0,1621.56,1352.26,1,391.5,0,1.38,137.33,0.1558,16817.95,0,0.196,70.3713,LOW
SIM-0637,Pooja Iyer,Mumbai,1,self-employed,4.87,-9.71,6,2557.56,4901.39,2,2365.09,0,3.82,101.56,0.6335,-1679.05,3,0.4246,-68.5955,MEDIUM
SIM-0638,Rahul Patel,Jaipur,5,other,12.59,-12.69,10,6161.16,13926.36,10,11473.14,2,14.94,3419.39,0.7921,-10208.18,6,0.6982,-317.1589,HIGH
SIM-0639,Anjali Joshi,Jaipur,5,other,3.01,-13.12,3,1558.22,5271.68,1,1775.26,1,4.33,264.86,0.5005,1100.58,4,0.3604,-149.8991,MEDIUM
SIM-0640,Vikram Iyer,Pune,0,salaried,1.93,-6.29,2,2584.39,1857.99,2,1934.87,1,1.93,750.16,0.7483,-689.25,4,0.4477,40.8781,MEDIUM
SIM-0641,Sneha Gupta,Ahmedabad,3,freelancer,1.99,5.54,1,2615.26,1343.79,0,208.0,0,1.73,28.23,0.1859,8074.41,2,0.2702,290.3589,LOW
SIM-0642,Amit Khan,Mumbai,3,freelancer,1.85,12.27,2,2587.25,1153.08,0,313.87,0,0.87,155.66,0.1729,6248.49,1,0.1595,355.812,LOW
SIM-0643,Meera Malhotra,Chennai,4,student,0.05,9.24,2,764.14,2182.01,1,178.37,0,0.04,142.5,0.3078,3677.57,2,0.2044,268.4471,LOW
SIM-0644,Kavita Bose,Delhi,5,other,5.68,-10.04,5,3581.13,4559.11,2,4635.27,1,5.02,202.85,0.4996,-1157.76,3,0.4209,-64.4294,MEDIUM
SIM-0645,Nisha Singh,Bangalore,4,student,1.94,14.48,2,628.75,2429.02,0,787.38,0,0.33,152.4,0.3045,10562.67,0,0.3217,358.6725,LOW
SIM-0646,Arjun Gupta,Bangalore,2,farmer,5.75,-35.48,14,21745.27,14838.63,6,11123.59,4,8.91,2905.2,0.9237,-7835.28,3,0.7291,-173.3185,HIGH
SIM-0647,Vikram Rao,Pune,3,freelancer,1.92,1.27,2,1384.78,2458.54,1,133.94,0,0.04,159.71,0.1831,7220.37,2,0.2122,320.8548,LOW
SIM-0648,Priya Patel,Chennai,0,salaried,0.22,14.04,2,2270.21,2380.17,0,18.81,0,0.78,148.65,0.1365,12183.32,0,0.2359,329.4273,LOW
SIM-0649,Rahul Desai,Chandigarh,1,self-employed,0.08,10.28,0,55.1,1086.99,1,121.58,0,1.85,12.22,0.1665,13363.61,0,0.328,291.3616,LOW
SIM-0650,Priya Gupta,Bangalore,0,salaried,5.63,0.32,6,5956.51,5162.97,1,2710.15,0,4.29,221.41,0.5344,1407.61,4,0.4191,-51.4019,MEDIUM
SIM-0651,Amit Sharma,Indore,3,freelancer,2.5,-2.05,4,1213.44,5196.19,3,3965.01,0,4.86,322.87,0.4798,-1128.83,4,0.5346,-94.9939,MEDIUM
SIM-0652,Rahul Kumar,Surat,0,salaried,4.54,-5.76,4,2206.79,1530.72,3,1578.09,0,3.68,542.27,0.4982,579.62,1,0.3943,9.3899,MEDIUM
SIM-0653,Pooja Mehta,Bangalore,4,student,1.27,10.93,2,965.17,483.02,1,599.62,0,0.23,33.09,0.1961,18632.41,1,0.3962,371.5871,LOW
SIM-0654,Pooja Joshi,Surat,1,self-employed,5.61,0.1,6,3086.15,3144.49,1,587.84,1,2.69,653.23,0.5875,-2663.02,1,0.5683,31.0314,MEDIUM
SIM-0655,Mohit Sharma,Hyderabad,3,freelancer,0.11,13.17,1,2248.31,762.34,0,261.48,0,0.67,45.9,0.3341,13519.25,2,0.3775,338.6242,LOW
SIM-0656,Priya Singh,Ahmedabad,3,freelancer,1.49,3.71,6,2567.75,2493.07,3,2239.91,0,4.38,401.62,0.6504,-2587.73,2,0.5823,-55.4946,MEDIUM
SIM-0657,Priya Khan,Mumbai,2,farmer,2.4,-11.17,4,7120.34,2000.07,2,1612.28,1,0.11,57.68,0.7061,-1871.82,2,0.4057,48.8006,MEDIUM
SIM-0658,Meera Iyer,Surat,4,student,5.98,-23.45,11,6069.91,6483.36,7,16472.62,4,9.12,3113.76,0.8574,-6517.96,3,0.6082,-316.6151,HIGH
SIM-0659,Amit Kumar,Nagpur,0,salaried,28.68,-34.28,6,13317.87,13074.67,10,3317.15,3,13.48,2292.24,0.8795,-5633.34,8,0.7149,-357.4666,HIGH
SIM-0660,Rajan Sharma,Kolkata,0,salaried,1.53,3.96,2,2946.2,2361.22,1,909.24,0,1.49,120.83,0.0602,13440.06,2,0.3947,205.0749,LOW
SIM-0661,Vikram Khan,Delhi,1,self-employed,0.82,13.74,1,2954.36,1095.18,0,415.45,0,0.87,26.24,0.2491,5326.1,0,0.3174,137.4935,LOW
SIM-0662,Arjun Desai,Kolkata,0,salaried,16.06,-27.76,10,8464.47,13408.31,5,4400.62,4,16.79,1282.08,0.9149,-7804.04,5,0.8089,-319.1474,HIGH
SIM-0663,Anjali Mehta,Delhi,3,freelancer,1.79,7.17,2,1233.47,559.49,1,878.54,0,1.24,185.02,0.1854,15492.93,0,0.2331,374.9515,LOW
SIM-0664,Pooja Nair,Jaipur,3,freelancer,16.92,-38.64,8,10013.4,13199.78,7,8113.9,4,11.51,2354.36,0.9832,-5571.88,5,0.6427,-245.2978,HIGH
SIM-0665,Anjali Bose,Ahmedabad,5,other,20.07,-10.94,11,6602.65,9068.05,6,4420.18,4,15.78,3619.29,0.8017,-8913.55,5,0.7801,-377.0541,HIGH
SIM-0666,Suresh Gupta,Lucknow,5,other,1.6,-9.83,4,1023.54,5120.06,1,1689.57,0,0.93,355.03,0.6799,-2394.33,4,0.4266,28.0664,MEDIUM
SIM-0667,Meera Nair,Chandigarh,1,self-employed,0.02,12.07,1,2053.34,445.43,1,989.43,0,0.51,75.34,0.083,7294.23,1,0.3351,322.8942,LOW
SIM-0668,Sneha Iyer,Bangalore,3,freelancer,0.89,16.14,0,2350.05,1722.74,0,863.2,0,0.69,110.6,0.2096,12200.3,0,0.3023,234.5695,LOW
SIM-0669,Anjali Iyer,Hyderabad,5,other,2.55,-10.81,3,3953.38,2256.25,1,942.01,0,4.54,420.72,0.4136,-86.82,1,0.5411,-110.8864,MEDIUM
SIM-0670,Sneha Joshi,Chandigarh,1,self-employed,1.95,1.9,1,1294.98,353.4,1,685.07,0,1.26,131.98,0.2447,15417.91,1,0.359,152.4555,LOW
SIM-0671,Deepak Rao,Jaipur,0,salaried,22.72,-16.61,12,11844.88,6714.1,7,9140.5,2,15.72,2632.43,0.8168,-13999.53,9,0.8204,-417.6188,HIGH
SIM-0672,Meera Gupta,Pune,2,farmer,4.58,-0.35,3,2198.46,4520.26,3,1449.21,1,1.66,550.49,0.4567,483.55,1,0.5854,-112.0129,MEDIUM
SIM-0673,Sneha Joshi,Ahmedabad,1,self-employed,3.19,2.33,4,4927.89,3817.52,2,2533.02,0,0.5,379.88,0.5616,1697.13,4,0.4064,-109.1302,MEDIUM
SIM-0674,Suresh Khan,Hyderabad,0,salaried,1.88,3.57,3,7590.81,2484.0,1,3802.1,0,4.61,504.37,0.7322,-1111.55,3,0.4813,-16.7972,MEDIUM
SIM-0675,Arjun Bose,Ahmedabad,2,farmer,1.79,4.22,2,6690.66,5113.55,2,3818.47,1,2.88,313.09,0.6383,-2600.97,1,0.5002,-63.9723,MEDIUM
SIM-0676,Pooja Singh,Pune,5,other,20.14,-35.82,7,10598.0,12733.27,11,5215.99,5,16.16,1912.84,0.8325,-5448.77,3,0.6051,-351.9735,HIGH
SIM-0677,Mohit Singh,Chandigarh,5,other,0.86,18.8,2,2506.82,1898.57,0,837.8,0,1.86,52.56,0.2705,6195.33,1,0.3032,220.4903,LOW
SIM-0678,Priya Singh,Chandigarh,2,farmer,1.94,3.36,2,1697.87,878.25,1,237.68,0,1.81,102.3,0.3141,19256.71,0,0.2166,245.996,LOW
SIM-0679,Vikram Iyer,Pune,1,self-employed,0.78,3.85,2,1049.49,944.75,1,244.18,0,0.91,95.87,0.2512,3934.6,0,0.3942,282.8968,LOW
SIM-0680,Vikram Singh,Bangalore,0,salaried,0.34,7.52,0,481.5,392.04,0,672.91,0,1.89,173.91,0.1258,7765.07,2,0.2069,237.9495,LOW
SIM-0681,Pooja Mehta,Bangalore,1,self-employed,0.88,17.27,2,450.94,298.36,1,102.66,0,0.7,75.59,0.3259,13741.49,1,0.3978,156.2072,LOW
SIM-0682,Vikram Singh,Mumbai,3,freelancer,29.5,-11.05,12,11538.07,5378.73,9,17777.15,2,6.94,2010.66,0.8015,-10260.29,5,0.6936,-470.0882,HIGH
SIM-0683,Amit Bose,Mumbai,1,self-employed,1.91,12.33,0,1690.17,1252.35,0,560.95,0,1.27,143.93,0.2541,7988.75,2,0.3917,357.8259,LOW
SIM-0684,Rajan Malhotra,Lucknow,4,student,3.75,4.02,2,5788.65,4062.63,3,3043.27,0,5.45,375.33,0.4407,-1628.61,2,0.5207,-10.2566,MEDIUM
SIM-0685,Amit Kumar,Jaipur,2,farmer,1.26,0.21,0,1676.7,1286.94,1,448.83,0,1.28,188.99,0.1574,4178.29,0,0.3514,144.4709,LOW
SIM-0686,Amit Khan,Hyderabad,1,self-employed,2.07,-9.0,2,3178.66,5284.97,3,2330.79,1,4.08,49.35,0.6643,-1345.66,3,0.3662,17.1666,MEDIUM
SIM-0687,Rajan Iyer,Chennai,5,other,1.31,5.76,1,580.95,1075.27,0,319.9,0,0.47,29.05,0.3081,15435.61,2,0.2837,67.413,LOW
SIM-0688,Meera Rao,Nagpur,1,self-employed,1.1,14.91,1,1987.91,1489.79,0,782.35,0,1.38,44.75,0.1751,10702.04,2,0.2894,61.7966,LOW
SIM-0689,Arjun Verma,Kolkata,4,student,3.98,1.46,3,3521.19,3874.34,1,781.16,0,3.28,115.26,0.4765,-2860.06,2,0.5919,-83.4722,MEDIUM
SIM-0690,Nisha Singh,Hyderabad,4,student,7.99,-14.68,9,22803.57,10848.17,4,17964.58,3,9.37,2461.22,0.8096,-14645.97,6,0.615,-228.5735,HIGH
SIM-0691,Meera Khan,Bangalore,3,freelancer,4.88,0.07,5,7204.98,4959.06,3,772.41,1,2.27,142.11,0.6918,-638.05,1,0.4512,-17.5767,MEDIUM
SIM-0692,Anjali Joshi,Lucknow,0,salaried,1.71,3.13,0,2558.91,992.34,1,237.88,0,1.09,132.18,0.255,16101.2,1,0.3172,92.9313,LOW
SIM-0693,Kavita Bose,Delhi,3,freelancer,3.5,-10.04,3,2041.6,4273.18,2,1733.63,0,1.33,42.32,0.647,-1763.26,4,0.4822,-118.5031,MEDIUM
SIM-0694,Sneha Nair,Mumbai,3,freelancer,5.79,0.32,4,4542.25,4274.8,1,4803.7,0,4.24,552.96,0.5908,575.56,2,0.4875,-145.4404,MEDIUM
SIM-0695,Arjun Malhotra,Indore,2,farmer,15.02,-35.27,9,22759.51,8047.33,4,15832.71,5,18.74,2349.45,0.828,-9006.59,3,0.6084,-391.3959,HIGH
SIM-0696,Arjun Sharma,Hyderabad,1,self-employed,22.3,-10.86,7,16258.88,8364.21,5,11639.59,5,10.25,2872.85,0.9012,-6583.56,5,0.5507,-329.5688,HIGH
SIM-0697,Pooja Gupta,Chandigarh,0,salaried,16.84,-13.7,13,11371.94,13962.56,8,12506.17,4,8.79,4681.17,0.7721,-8069.43,6,0.8134,-451.5509,HIGH
SIM-0698,Kavita Iyer,Indore,0,salaried,0.72,12.2,2,270.68,1365.14,1,757.86,0,0.9,71.25,0.3245,9044.81,0,0.392,93.005,LOW
SIM-0699,Priya Mehta,Nagpur,3,freelancer,0.12,17.55,1,224.89,1909.54,0,621.01,0,1.29,12.23,0.2978,4591.1,2,0.1866,327.0465,LOW
SIM-0700,Sneha Iyer,Lucknow,2,farmer,1.78,-8.96,6,3798.05,3496.65,1,1813.37,0,2.18,424.71,0.5517,-2932.26,3,0.4049,-63.7385,MEDIUM
SIM-0701,Mohit Sharma,Hyderabad,2,farmer,6.42,-13.14,3,4437.61,4301.35,1,959.11,1,2.73,634.54,0.5102,-2024.54,2,0.5346,-47.7829,MEDIUM
SIM-0702,Nisha Verma,Indore,5,other,4.34,-6.84,3,5259.57,2332.27,3,2332.96,1,3.04,188.39,0.5872,1510.71,2,0.4153,-97.8386,MEDIUM
SIM-0703,Suresh Kumar,Pune,5,other,18.15,-18.69,6,24547.58,9851.0,9,12590.95,3,6.74,3923.95,0.9239,-8131.63,9,0.6931,-424.4089,HIGH
SIM-0704,Mohit Rao,Indore,4,student,0.76,18.4,1,56.13,375.62,0,29.27,0,0.41,77.56,0.0613,16330.63,0,0.1723,219.5153,LOW
SIM-0705,Deepak Rao,Surat,3,freelancer,7.51,-35.83,8,6163.35,13308.0,10,11516.8,2,7.09,1743.22,0.9794,-6564.54,7,0.7002,-107.6597,HIGH
SIM-0706,Arjun Rao,Indore,0,salaried,2.14,-9.61,6,6808.89,4245.84,2,3057.82,1,0.71,389.11,0.5815,1714.81,4,0.4011,11.2631,MEDIUM
SIM-0707,Rahul Desai,Bangalore,1,self-employed,5.84,-11.69,3,3891.48,1922.25,3,2190.38,0,5.2,145.17,0.6587,-689.69,3,0.5645,-59.6222,MEDIUM
SIM-0708,Sneha Malhotra,Ahmedabad,2,farmer,2.46,3.17,3,7580.4,4833.24,2,2857.92,1,2.25,373.19,0.5183,-1173.32,3,0.4243,-93.8905,MEDIUM
SIM-0709,Sneha Patel,Pune,1,self-employed,0.98,14.92,1,2821.29,1239.67,1,233.61,0,1.75,119.79,0.3389,8417.37,2,0.2838,350.4613,LOW
SIM-0710,Anjali Patel,Lucknow,0,salaried,0.72,16.55,2,1784.33,1580.68,0,261.34,0,0.42,173.93,0.2232,9651.51,2,0.1746,326.8983,LOW
SIM-0711,Arjun Patel,Jaipur,4,student,1.66,9.74,2,2449.8,1812.89,0,675.27,0,1.58,88.4,0.1767,16430.89,1,0.2478,286.8215,LOW
SIM-0712,Rahul Malhotra,Nagpur,2,farmer,0.59,11.08,0,60.05,1300.9,1,194.22,0,1.98,26.33,0.2654,13935.63,1,0.1859,360.0165,LOW
SIM-0713,Sneha Malhotra,Delhi,1,self-employed,7.55,-25.84,9,21873.1,7927.85,8,17903.33,4,8.99,3508.69,0.9212,-14305.64,4,0.6631,-438.6653,HIGH
SIM-0714,Pooja Bose,Bangalore,1,self-employed,5.49,-3.99,5,6730.64,3273.45,1,2648.34,1,3.3,725.96,0.6215,-274.85,3,0.3994,28.7756,MEDIUM
SIM-0715,Meera Khan,Chandigarh,3,freelancer,0.52,1.03,0,386.54,2191.05,0,329.45,0,1.47,106.31,0.057,8581.16,2,0.3994,167.3088,LOW
SIM-0716,Rajan Gupta,Ahmedabad,5,other,0.41,15.12,2,199.86,1204.85,1,832.79,0,1.78,3.07,0.0505,8898.2,0,0.1532,180.616,LOW
SIM-0717,Priya Nair,Ahmedabad,3,freelancer,0.65,17.35,0,1911.73,1693.14,0,82.57,0,0.85,159.54,0.1445,3912.48,1,0.1841,187.867,LOW
SIM-0718,Rajan Rao,Ahmedabad,3,freelancer,0.34,11.14,0,598.88,1706.94,0,461.08,0,1.41,42.66,0.2796,8924.59,2,0.3469,282.3641,LOW
SIM-0719,Mohit Sharma,Surat,1,self-employed,4.28,-6.68,2,1194.32,1515.76,3,2584.06,1,1.7,123.94,0.589,-161.85,3,0.3783,-146.7811,MEDIUM
SIM-0720,Rajan Khan,Bangalore,4,student,0.16,3.35,2,1685.7,1908.32,0,216.58,0,1.2,140.86,0.208,2623.2,2,0.3563,156.6415,LOW
SIM-0721,Arjun Malhotra,Chennai,0,salaried,6.15,-0.32,6,6703.31,3796.16,2,3340.88,1,6.43,163.0,0.629,-2359.84,2,0.4894,-44.9077,MEDIUM
SIM-0722,Arjun Patel,Lucknow,3,freelancer,2.4,-4.33,6,1734.97,4936.96,2,1783.91,1,0.73,712.26,0.5945,867.98,4,0.4564,-55.9297,MEDIUM
SIM-0723,Nisha Sharma,Hyderabad,2,farmer,0.86,4.36,1,1677.11,966.75,0,687.43,0,1.01,36.31,0.2438,11132.98,0,0.3238,330.3248,LOW
SIM-0724,Arjun Kumar,Surat,1,self-employed,0.33,14.99,1,2590.65,2200.48,1,717.44,0,1.16,15.59,0.2452,9366.5,2,0.1861,56.3374,LOW
SIM-0725,Mohit Rao,Indore,0,salaried,6.14,0.23,5,3900.59,4185.39,3,771.75,1,5.99,720.08,0.6281,-1927.41,2,0.5657,-37.1311,MEDIUM
SIM-0726,Arjun Sharma,Delhi,3,freelancer,0.3,7.05,0,2405.55,2328.93,0,873.08,0,0.15,8.31,0.3072,7845.89,0,0.2304,300.6867,LOW
SIM-0727,Sneha Singh,Pune,3,freelancer,1.59,5.55,1,547.48,1161.22,0,120.65,0,1.34,88.21,0.0663,19085.01,1,0.3262,159.332,LOW
SIM-0728,Nisha Khan,Chennai,5,other,25.66,-33.75,12,18723.24,10698.14,4,18059.54,4,13.33,2507.85,0.9185,-2156.53,3,0.7338,-229.7796,HIGH
SIM-0729,Priya Desai,Nagpur,0,salaried,9.22,-29.32,10,17073.08,14722.75,7,14322.49,4,18.26,3015.71,0.8402,-10141.1,4,0.5663,-395.4002,HIGH
SIM-0730,Deepak Mehta,Surat,5,other,1.96,8.01,0,2266.8,1075.63,0,413.8,0,0.06,36.45,0.2129,18904.92,0,0.2242,376.0211,LOW
SIM-0731,Nisha Rao,Hyderabad,1,self-employed,0.79,14.96,0,248.23,1378.22,0,500.9,0,1.92,67.35,0.3031,2662.43,2,0.2173,238.7267,LOW
SIM-0732,Rajan Mehta,Surat,4,student,0.98,4.33,0,1037.29,752.34,1,895.15,0,0.68,81.06,0.3016,7039.3,2,0.1634,340.1899,LOW
SIM-0733,Arjun Bose,Kolkata,4,student,0.02,3.38,1,1479.34,677.55,1,279.22,0,0.33,73.69,0.3066,6573.14,1,0.3816,272.6565,LOW
SIM-0734,Priya Mehta,Indore,1,self-employed,1.83,6.36,1,123.83,210.98,0,789.47,0,1.24,65.02,0.0568,7036.76,0,0.3346,283.7662,LOW
SIM-0735,Nisha Mehta,Lucknow,5,other,1.53,15.62,2,1112.53,1587.05,0,296.98,0,0.51,154.23,0.1588,5696.83,2,0.2383,378.7079,LOW
SIM-0736,Suresh Sharma,Ahmedabad,4,student,13.43,-26.91,13,20165.49,11001.09,9,7736.99,3,12.98,3143.48,0.7661,-10727.97,4,0.834,-351.2697,HIGH
SIM-0737,Anjali Gupta,Pune,5,other,6.9,-0.67,6,5561.03,4707.49,3,3453.01,0,3.06,174.15,0.4425,-861.95,1,0.5982,-8.4038,MEDIUM
SIM-0738,Kavita Rao,Surat,3,freelancer,0.83,19.42,1,2405.83,662.91,1,517.93,0,0.01,74.0,0.3142,3237.65,0,0.3509,392.6035,LOW
SIM-0739,Pooja Gupta,Lucknow,1,self-employed,2.41,-5.0,2,2067.77,2566.68,3,4129.73,0,4.91,314.56,0.5424,-883.13,2,0.3966,-28.093,MEDIUM
SIM-0740,Mohit Patel,Kolkata,0,salaried,0.68,6.65,1,1167.23,1643.37,0,11.24,0,0.52,151.23,0.3176,13107.28,1,0.3273,71.1995,LOW
SIM-0741,Amit Patel,Mumbai,3,freelancer,3.85,2.8,4,3942.04,3085.57,2,1943.11,1,2.33,634.12,0.4067,-2143.01,1,0.3939,-128.6835,MEDIUM
SIM-0742,Mohit Desai,Nagpur,4,student,0.59,19.22,0,407.94,1586.61,0,790.84,0,0.74,143.77,0.3765,13972.07,0,0.2429,332.7018,LOW
SIM-0743,Rajan Iyer,Ahmedabad,0,salaried,5.71,-11.69,2,4409.04,2169.05,1,1343.47,0,3.14,761.9,0.511,-569.57,1,0.4709,-86.8359,MEDIUM
SIM-0744,Deepak Iyer,Surat,2,farmer,27.55,-33.81,7,23205.53,4428.7,10,10903.04,5,13.4,2620.21,0.9349,-5067.99,7,0.5954,-315.2826,HIGH
SIM-0745,Deepak Verma,Delhi,3,freelancer,0.11,8.1,2,2306.32,2276.93,1,20.98,0,1.43,70.43,0.1874,7181.55,0,0.3671,320.8861,LOW
SIM-0746,Priya Mehta,Indore,0,salaried,28.08,-33.7,7,6429.07,6879.27,6,11685.04,2,6.29,1236.29,0.8067,-8510.0,5,0.5918,-311.2704,HIGH
SIM-0747,Mohit Sharma,Jaipur,2,farmer,1.73,18.64,0,1684.57,1383.93,1,66.24,0,0.78,40.69,0.2592,6522.53,1,0.2063,372.3252,LOW
SIM-0748,Rahul Verma,Bangalore,3,freelancer,13.91,-25.33,9,19769.85,11430.23,3,8158.56,3,12.03,2297.29,0.8075,-13655.98,9,0.7359,-316.171,HIGH
SIM-0749,Pooja Bose,Indore,1,self-employed,13.46,-20.92,13,12638.14,13243.01,7,18109.03,5,14.95,1015.74,0.7549,-9524.09,9,0.5705,-494.3578,HIGH
